gcnconv-drop,l_pre,l_mp,l_post,stage,epoch,ckpt_clean,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
0.0,2,2,2,stack,1,True,0.7359,0.0458,471.0,0.5406,0.0035,0.5811,0.1241,0.3742,0.2821,0.5961,0.4303,0.4478,0.3203,0.8131,0.0487
0.0,2,2,2,stack,1,True,0.7192,0.0695,471.0,0.5351,0.003,0.597,0.1452,0.3939,0.3039,0.6043,0.4341,0.4625,0.3336,0.8241,0.0531
0.0,2,3,1,skipconcat,2,True,0.6912,0.0849,771.0,0.7755,0.0486,0.6208,0.1449,0.7293,0.2282,0.6557,0.3664,0.5506,0.2178,0.7418,0.1863
0.0,2,3,1,skipconcat,2,True,0.6852,0.0701,771.0,0.7388,0.0026,0.6616,0.1562,0.6899,0.1852,0.7706,0.2033,0.6764,0.069,0.7395,0.1847
0.0,2,3,1,skipconcat,2,True,0.7606,0.0056,771.0,0.818,0.0532,0.5395,0.0733,0.3267,0.2343,0.6541,0.4628,0.4344,0.3088,0.7307,0.1785
0.0,2,3,1,skipsum,68,True,0.7222,0.0148,471.0,0.777,0.0602,0.7772,0.0103,0.7392,0.0132,0.7667,0.026,0.7524,0.0135,0.855,0.0134
0.0,2,3,1,skipsum,106,True,0.6774,0.0319,471.0,0.7356,0.0057,0.7575,0.0431,0.6961,0.0714,0.842,0.0663,0.756,0.018,0.8688,0.0117
0.0,2,3,1,skipsum,106,True,0.6638,0.0495,471.0,0.7407,0.0062,0.7507,0.0365,0.6742,0.05,0.8678,0.0485,0.7558,0.0179,0.8705,0.014
0.0,2,3,1,stack,3,True,0.7292,0.0482,471.0,0.7307,0.0053,0.6221,0.0904,0.2223,0.3144,0.289,0.4088,0.2513,0.3554,0.8475,0.0068
0.0,2,3,1,stack,3,True,0.7635,0.0012,471.0,0.7425,0.0049,0.558,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.8413,0.0041
0.0,2,3,1,stack,3,True,0.7292,0.0482,471.0,0.7411,0.0058,0.6221,0.0904,0.2223,0.3144,0.289,0.4088,0.2513,0.3554,0.8475,0.0068
0.0,2,3,2,skipconcat,82,True,0.7369,0.0383,881.0,0.7418,0.0106,0.6549,0.0873,0.4243,0.3081,0.5827,0.4195,0.4838,0.3426,0.8653,0.0074
0.0,2,3,2,skipconcat,124,True,0.7236,0.0571,881.0,0.7382,0.0074,0.6547,0.0871,0.4127,0.2971,0.6153,0.4368,0.4909,0.3482,0.8679,0.0056
0.0,2,3,2,skipconcat,296,True,0.698,0.0933,881.0,0.7364,0.0035,0.6672,0.1037,0.4403,0.324,0.5906,0.4233,0.496,0.3523,0.8732,0.0082
0.0,2,3,2,skipsum,2,True,0.7435,0.0172,581.0,0.7568,0.0046,0.6651,0.1601,0.7517,0.2229,0.7079,0.2288,0.6588,0.0714,0.896,0.0119
0.0,2,3,2,skipsum,162,True,0.6709,0.0464,581.0,0.7306,0.0044,0.8186,0.0068,0.8349,0.0218,0.7373,0.0472,0.7815,0.0171,0.8999,0.0033
0.0,2,3,2,skipsum,217,True,0.6333,0.0714,581.0,0.7325,0.004,0.8249,0.0111,0.8264,0.0223,0.7675,0.062,0.7935,0.0243,0.9012,0.0024
0.0,2,3,2,stack,1,True,0.7383,0.0401,581.0,0.74,0.0048,0.6325,0.1051,0.2488,0.3518,0.2549,0.3605,0.2518,0.3561,0.8477,0.0029
0.0,2,3,2,stack,1,True,0.7383,0.0401,581.0,0.7442,0.0085,0.6325,0.1051,0.2488,0.3518,0.2549,0.3605,0.2518,0.3561,0.8477,0.0029
0.0,2,3,2,stack,1,True,0.7383,0.0401,581.0,0.7377,0.0051,0.6325,0.1051,0.2488,0.3518,0.2549,0.3605,0.2518,0.3561,0.8477,0.0029
0.3,1,1,1,skipconcat,78,True,0.7148,0.0376,141.0,0.33,0.0017,0.6594,0.0998,0.6212,0.1151,0.6874,0.0246,0.6473,0.0692,0.7271,0.0827
0.3,1,1,1,skipconcat,183,True,0.6859,0.049,141.0,0.3703,0.0634,0.6793,0.1061,0.6385,0.1152,0.718,0.0163,0.6714,0.075,0.7422,0.0857
