protein.Accession,protein_probability,protein_probability_soft_label,gene_symbol,mRNA_TPM,hard_label
A0A494C0Y3,0.1802329,0.119751332,FAM246A,0,0
A0A494C0Z2,0.159511115,0.323310147,SPDYE13,0,
A0A494C191,0.159511115,0.28081311,SPDYE9,0,0
A0A494C1R9,0.868967513,0.396939032,TSPY9,0,
A0A539,0.577955886,0.233411705,TRBV4-2,0,0
A0A578,0.246254116,0.160135611,TRBV5-1,0,0
A0A590UK83,0.827530368,0.072549405,SMIM45,0.739448837,0
A0A8I5KQE6,0.999999994,0.999999898,RPSA2,0,1
A0AUZ9,0.300655723,0.468787834,KANSL1L,0.643811516,
A0AV02,0.415272349,0.462394694,SLC12A8,1.122122452,
A0AVF1,0.341491386,0.29590427,IFT56,0,0
A0AVI2,0.218931652,0.398665142,FER1L5,0.010765543,
A0AVT1,0.931703559,0.937812818,UBA6,2.102028141,1
A0FGR8,0.998387226,0.999544867,ESYT2,3.285775368,1
A0FGR9,0.163350282,0.311028216,ESYT3,0.048778543,
A0JNW5,0.425954924,0.724287314,BLTP3B,0,1
A0JP26,0.325848535,0.360352616,POTEB3,0,
A0M8Q6,0.999999937,0.998985863,IGLC7,0,1
A0MZ66,0.920731988,0.920522123,SHTN1,1.268768093,1
A0PG75,0.225877166,0.023904176,PLSCR5,0,0
A0PJX0,0.293795658,0.074474553,CIB4,0.027570285,0
A1A4G5,0.194701234,0.12707008,LNP1,0.451675696,0
A1A4S6,0.287900694,0.533750659,ARHGAP10,0.599028798,
A1A4V9,0.599924553,0.320515746,CFAP119,4.42327813,
A1A519,0.690269521,0.469260931,FAM170A,0,
A1A5C7,0.195557778,0.201560734,SLC22A23,1.263929155,0
A1A5D9,0.1357891,0.47331697,BICDL2,4.244305826,
A1IGU5,0.13174899,0.24248126,ARHGEF37,0.331445465,0
A1KZ92,0.133376714,0.568237668,PXDNL,0.0020577,
A1L020,0.931496475,0.251805309,MEX3A,2.139826685,0
A1L162,0.339904004,0.088808665,ERICH2,0.070783543,0
A1L188,0.466244236,0.27541471,NDUFAF8,5.148127567,0
A1L390,0.139025808,0.372308066,PLEKHG3,3.659511108,
A1L443,0.297421148,0.338976328,NUTM2F,0.06240861,
A1L453,0.199760844,0.195643869,PRSS38,0,0
A1L4H1,0.311403708,0.533492037,SSC5D,0.691721315,
A1L4K1,0.162633379,0.220207064,FSD2,0.013178789,0
A1X283,0.260989343,0.39955977,SH3PXD2B,1.482006053,
A1YPR0,0.198586879,0.402656551,ZBTB7C,0.296419,
A2A2Z9,0.136083936,0.661876393,ANKRD18B,0.734966361,
A2A3K4,0.277250137,0.330942528,PTPDC1,0.754884613,
A2A3L6,0.60415282,0.248075169,TTC24,0.489171931,0
A2A3N6,0.99953109,0.626228036,PIPSL,0.790810463,
A2AJT9,0.805249482,0.493090321,BCLAF3,1.498561988,
A2CJ06,0.739982905,0.28485819,DYTN,0,0
A2PYH4,0.15108277,0.615254956,HFM1,0.00233156,
A2RRH5,0.130600682,0.517424433,WDR27,0.884483669,
A2RRP1,0.982063418,0.933720537,NBAS,0.961308161,1
A2RTX5,0.469985848,0.610334331,TARS3,0.918018037,
A2RTY3,0.856428332,0.547800923,HEATR9,0,
A2RU30,0.91677604,0.474794236,TESPA1,0.22815887,
A2RU48,0.514578992,0.277709499,SMCO3,0,0
A2RU49,0.301435333,0.295344316,HYKK,0.98629466,0
A2RU54,0.199137828,0.29978417,HMX2,0,0
A2RUB1,0.230546014,0.386600393,MEIOC,0.103572404,
A2RUC4,0.204410176,0.246963042,TYW5,1.812974048,0
A2RUH7,0.245244167,0.314881936,MYBPHL,0.044906582,
A2RUR9,0.757981795,0.624610184,CCDC144A,0.003800007,
A2RUS2,0.426274465,0.704900924,DENND3,2.841824918,1
A2RUT3,0.165873129,0.108615108,TMEM89,1.608676753,0
A2VCK2,0.132763937,0.501405246,DCDC2B,0.354995757,
A2VDJ0,0.175045241,0.369113737,TMEM131L,0.756711745,
A2VEC9,0.181073069,0.310488819,SSPOP,0.475964081,
A3KMH1,0.331508802,0.586244162,VWA8,0.705752955,
A3KN83,0.732547234,0.462616297,SBNO1,2.852140457,
A3QJZ6,0.242732109,0.367871386,PRAMEF22,0,
A4D0S4,0.190366105,0.410789464,LAMB4,0.043140899,
A4D0V7,0.204553856,0.46449989,CPED1,0.206016738,
A4D126,0.65106292,0.079514653,CRPPA,0.103836859,0
A4D1B5,0.22555409,0.21746272,GSAP,1.884579355,0
A4D1E1,0.161693847,0.479547515,ZNF804B,0,
A4D1F6,0.207792205,0.437013586,LRRD1,0,
A4D1P6,0.991749187,0.83980148,WDR91,2.475319968,1
A4D1T9,0.130902303,0.167584033,PRSS37,0,0
A4D1U4,0.164073987,0.435899048,DENND11,0.029179378,
A4D256,0.207737485,0.159682126,CDC14C,0.768728841,0
A4D263,0.546914441,0.44751322,SPMIP7,0,
A4D2H0,0.774637133,0.999923177,CTAGE15,1.666219732,1
A4D2P6,0.139331481,0.275491609,GRID2IP,0.184799958,0
A4FU01,0.163680596,0.377864783,MTMR11,4.683822792,
A4FU28,0.772057565,0.99990171,CTAGE9,0.232014933,1
A4FU49,0.967556415,0.383799274,SH3D21,2.964748675,
A4FU69,0.388239539,0.63522763,EFCAB5,0.094808793,
A4GXA9,0.197698323,0.140480127,EME2,5.077221587,0
A4UGR9,0.356678165,0.372306246,XIRP2,0,
A5A3E0,1,1,POTEF,0.691441263,1
A5D8V7,0.31044676,0.26856231,ODAD3,0.454993669,0
A5D8W1,0.551611554,0.461326364,CFAP69,1.549931779,
A5PKW4,0.307433284,0.40111804,PSD,1.053063492,
A5PL33,0.272782001,0.477034468,KRBA1,0.702870095,
A5PLK6,0.897509872,0.732524143,RGSL1,0,1
A5PLN7,0.594135154,0.467036505,FAM149A,0.028059145,
A5PLN9,0.555368403,0.245451431,TRAPPC13,1.790542101,0
A5YKK6,0.959240193,0.998220824,CNOT1,3.63287651,1
A5YM69,0.293734404,0.452583067,ARHGEF35,1.496905814,
A5YM72,0.131311368,0.350586571,CARNS1,1.470436736,
A6H8Y1,0.3406455,0.688441387,BDP1,0,
A6NC57,0.138665589,0.337382571,ANKRD62,0,
A6NC78,0.140148752,0.373381455,GOLGA8IP,0,
A6NC98,0.992875683,0.811375932,CCDC88B,3.043149019,1
A6NCI4,0.30195335,0.45164177,VWA3A,0.065664723,
A6NCM1,0.24656271,0.393826857,IQCA1L,0.108859761,
A6NCN2,0.430330978,0.400253207,KRT87P,0.040749358,
A6NCQ9,0.198095539,0.052625917,RNF222,0.249387452,0
A6NCS6,0.393258918,0.297079141,C2orf72,3.076566291,0
A6NCW7,0.21438974,0.431608675,USP17L4,0,
A6ND36,0.417025099,0.335649651,FAM83G,2.625979043,
A6ND91,0.99572093,0.698849196,ASPDH,0.282581563,
A6NDB9,0.154696735,0.524079918,PALM3,1.838736539,
A6NDE4,0.168067669,0.451330721,RBMY1B,0,
A6NDG6,0.998478711,0.849096348,PGP,5.547722326,1
A6NDH6,0.197459775,0.164276589,OR5H15,0,0
A6NDK9,0.333127889,0.396689874,GOLGA6C,0.043526173,
A6NDN3,0.148105815,0.320449172,GOLGA6B,0,
A6NDY0,0.130973151,0.375800392,PABPN1L,0,
A6NDY2,0.139788023,0.32390206,FAM90A10,0,
A6NE01,0.131996447,0.283451435,FAM186A,0.004766812,0
A6NE52,0.357284033,0.396774858,WDR97,1.640151484,
A6NEC2,0.999253566,0.999725817,NPEPPSL1,0,1
A6NED2,0.262203367,0.454825606,RCCD1,3.515690643,
A6NEK1,0.224477312,0.246836273,ARRDC5,0.56297894,0
A6NEQ0,0.168067669,0.411683526,RBMY1E,0,
A6NES4,0.130039979,0.448316484,MROH2A,0.104964285,
A6NEV1,0.235988025,0.233755827,PRR23A,0,0
A6NF34,0.998579737,0.285625196,ANTXRL,0.007639037,0
A6NFA0,0.173767685,0.219855952,SPATA31F3,0,0
A6NFA1,0.265672195,0.185084979,TRABD2B,0.04850575,0
A6NFE2,0.690430446,0.257974742,SMCO2,0.10907998,0
A6NFF2,0.42805198,0.142398182,NAP1L6P,0,0
A6NFI3,0.177247828,0.2918196,ZNF316,3.912772501,0
A6NFN9,0.284353476,0.362040586,ANKUB1,0.003240002,
A6NFQ2,0.12988921,0.370178817,TCAF2,0.557727786,
A6NFQ7,0.657406736,0.287962431,DPRX,0.18332461,0
A6NFY4,0.222412377,0.337842094,NEMP2,0.396810168,
A6NGB0,0.508802278,0.469634124,TMEM191C,1.34695258,
A6NGB9,0.310585389,0.243651691,WIPF3,0.041703329,0
A6NGD5,0.153163232,0.485833008,ZSCAN5C,0,
A6NGE4,0.130219205,0.293907215,DCAF8L1,0,0
A6NGG8,0.309724389,0.251688432,PCARE,0,0
A6NGU5,0.461627553,0.52662516,GGT3P,0,
A6NGU7,0.672343909,0.078728622,LINC01546,0,0
A6NGW2,0.213926666,0.474037815,STRCP1,0.118611166,
A6NH11,0.661920872,0.235815116,GLTPD2,1.751040968,0
A6NH52,0.999492185,0.250247513,TVP23A,0.104738717,0
A6NHC0,0.246414004,0.660262942,CAPN8,3.279651138,
A6NHG4,0.99999972,0.999998376,DDTL,0,1
A6NHG9,0.197459775,0.118327652,OR5H14,0,0
A6NHL2,0.999075958,0.999584724,TUBAL3,0,1
A6NHN6,0.150579979,0.139600315,NPIPB15,3.587603478,0
A6NHQ2,0.989581841,0.589496017,FBLL1,1.395498973,
A6NHR9,0.985847847,0.886498258,SMCHD1,2.490062298,1
A6NHT5,0.266532288,0.585017767,HMX3,0,
A6NHY2,0.234756301,0.239929816,ANKDD1B,0.273434783,0
A6NI47,0.130050355,0.489199113,POTEM,0,
A6NI56,0.210543658,0.318955538,CCDC154,1.012444599,
A6NI61,0.383739799,0.034432322,MYMK,0,0
A6NI72,0.999608809,0.711466342,NCF1B,1.635467531,1
A6NIE6,0.440344055,0.386189837,RRN3P2,0.41054422,
A6NIJ5,0.139788023,0.208494295,FAM90A20P,0,0
A6NIK2,0.368771574,0.029840374,LRRC10B,0,0
A6NIU2,0.973026287,0.104106227,LINC01549,0,0
A6NIZ1,0.99999491,0.999993014,RAP1BL,2.114504952,1
A6NJB7,0.16058123,0.0296947,PRR19,1.435782417,0
A6NJG2,0.335732108,0.112724399,SOWAHD,2.255924964,0
A6NJI9,0.611293589,0.395142555,LRRC72,0,
A6NJJ6,0.550080929,0.263684043,C19orf67,0.212984268,0
A6NJL1,0.407698803,0.75678071,ZSCAN5B,0.040543029,1
A6NJQ4,0.139788023,0.316390709,FAM90A8,0,
A6NJR5,0.159511115,0.3548391,0,0,
A6NJZ3,0.129878416,0.027847859,OR6C65,0,0
A6NJZ7,0.193892159,0.40436594,RIMBP3C,0.056418901,
A6NK02,0.13449231,0.284723797,TRIM75,0,0
A6NK06,0.299967222,0.394268734,ACOD1,0.032673213,
A6NK58,0.266782186,0.024268946,LIPT2,2.554021044,0
A6NK59,0.473120305,0.305176478,ASB14,0.053794644,
A6NK89,0.249485435,0.146436473,RASSF10,3.758366221,0
A6NKB5,0.292462531,0.72535309,PCNX2,1.085983933,1
A6NKC0,0.18848354,0.314951789,FAM90A7,0,
A6NKD9,0.62529282,0.429997224,CCDC85C,2.20864046,
A6NKF2,0.359363254,0.254591073,ARID3C,0.379460373,0
A6NKG5,0.268016169,0.180825562,RTL1,0,0
A6NKH3,0.225869145,0.109796165,RPL37AP8,2.257749475,0
A6NKK0,0.197459775,0.079195582,OR5H1,0,0
A6NKP2,0.137712424,0.122742857,SDR42E2,0.044279815,0
A6NKT7,0.753853295,0.911294887,RGPD3,0.06336678,1
A6NKU9,0.159511115,0.342672066,SPDYE3,0.045366999,
A6NL88,0.154470533,0.287652919,SHISA7,0.067006246,0
A6NLC8,0.185604443,0.322625388,TAF11L2,0,
A6NLU5,0.217740697,0.304948889,VSTM2B,0,
A6NM11,0.701849452,0.718132631,LRRC37A2,0.212739178,1
A6NM62,0.286587309,0.290328682,LRRC53,0,0
A6NM76,0.73989822,0.02618003,OR6C76,0,0
A6NMB9,0.433981892,0.220640463,FIGNL2,0.215191508,0
A6NMD2,0.140148752,0.545582575,GOLGA8J,0,
A6NMK7,0.621955374,0.063630556,CPSF4L,0.196989534,0
A6NMK8,0.379410229,0.258047541,INSYN2B,0,0
A6NMS7,0.701849452,0.69728444,LRRC37A,0.218961095,
A6NMT0,0.139696288,0.198829259,DBX1,0,0
A6NMU1,0.140100335,0.02096129,OR52A4P,0,0
A6NMX2,0.997602681,0.995698614,EIF4E1B,0,1
A6NMY6,1,1,ANXA2P2,3.811761811,1
A6NMZ7,0.245213529,0.528806554,COL6A6,0,
A6NN06,0.444098762,0,0,0,0
A6NN14,0.395742633,0.295397145,ZNF729,0,0
A6NN73,0.239543365,0.351766192,GOLGA8CP,0,
A6NN90,0.218219125,0.363162605,C2orf81,1.181568239,
A6NNH2,0.269666004,0.240515908,FAM90A27P,1.495166079,0
A6NNJ1,0.230438058,0.251779502,FAM90A9,0,0
A6NNL0,0.141064233,0.296569708,NUTM2B,0.084428402,0
A6NNM3,0.193892159,0.40436594,RIMBP3B,0,
A6NNM8,0.454919341,0.632633769,TTLL13,0.576692929,
A6NNS2,0.138811291,0.296181418,DHRS7C,0,0
A6NNV3,0.159511115,0.386432707,SPDYE16,0,
A6NNW6,0.239836475,0.548257817,ENO4,0,
A6NNY8,0.28220894,0.279995859,USP27X,3.344772941,0
A6NNZ2,1,0.999999734,TUBB8B,0.01269624,1
A6PVC2,0.217170216,0.23484745,TTLL8,0,0
A6PVI3,0.281273997,0.132962934,NCBP2L,0,0
A6PVS8,0.798934689,0.29480856,LRRIQ3,0.017429168,0
A6QL63,0.215778032,0.653576566,ABTB3,0.059319578,
A6QL64,0.288469437,0.730531393,ANKRD36,1.253974923,1
A7E2F4,0.201741264,0.27892421,GOLGA8A,2.234424494,0
A7E2V4,0.210609853,0.508120244,ZSWIM8,3.984624894,
A7E2Y1,0.409656255,0.537988521,MYH7B,0.264645771,
A7KAX9,0.925604745,0.722616127,ARHGAP32,1.934828829,1
A7MBM2,0.216844353,0.329249343,DISP2,1.692808382,
A7MCY6,0.248913,0.473196745,TBKBP1,2.762096933,
A7MD48,0.188903653,0.130572141,SRRM4,0,0
A8CG34,0.142203787,0.646035927,POM121C,3.294861265,
A8K0R7,0.144900609,0.569491733,ZNF839,2.354788833,
A8K0Z3,0.924662984,0.768254374,WASHC1,1.537482504,1
A8K4G0,0.572209377,0.254037502,CD300LB,2.558615244,0
A8K5M9,0.219679149,0.211900192,C15orf62,3.631819807,0
A8K7I4,0.135315927,0.355388209,CLCA1,0.173820135,
A8K855,0.270205757,0.286970307,EFCAB7,1.007586451,0
A8K8P3,0.144211482,0.329743087,SFI1,2.223720833,
A8MPX8,0.149677371,0.298335185,PP2D1,0,0
A8MQ14,0.133438724,0.394088961,ZNF850,1.034213761,
A8MQB3,0.17645889,0.277421061,LINC02693,0.127235798,0
A8MQT2,0.201741264,0.284885869,GOLGA8B,2.532925785,0
A8MT19,0.151394999,0.680783702,RHPN2P1,0,
A8MT66,0.1724238,0.062089159,0,0,0
A8MTI9,0.263815719,0.296993205,PRSS47P,0,0
A8MTJ3,0.999999463,0.999993348,GNAT3,0,1
A8MTL9,0.472388093,0.290996138,HMSD,0.06029173,0
A8MUP6,0.197295632,0.055240502,GSG1L2,0,0
A8MUU1,0.999986808,0.856691475,FABP5P3,0.460257053,1
A8MV23,0.180808964,0.428319461,SERPINE3,0,
A8MV24,0.169282875,0.024826687,SPMAP1,0,0
A8MV81,0.663872209,0.613245428,HIGD1C,0,
A8MVJ9,0.149450158,0.364614774,0,0,
A8MVM7,0.201724927,0.588046629,0,0,
A8MVU1,0.999608809,0.710789686,NCF1C,2.315149922,1
A8MVW0,0.252205209,0.487170343,FAM171A2,0.146769736,
A8MVX0,0.337198593,0.408061307,ARHGEF33,0.007829758,
A8MW92,0.834206545,0.436653614,PHF20L1,2.456220502,
A8MW95,0.141610584,0.317077741,BECN2,0.230895032,
A8MW99,0.139190812,0.367911256,MEI4,0,
A8MWA6,0.230438058,0.227833103,FAM90A22,0,0
A8MWE9,0.430330978,0.400287529,EFCAB8,0.028987542,
A8MWX3,0.924662984,0.749032219,WASH4P,1.839127719,1
A8MWY0,0.155915948,0.356564423,ELAPOR2,0.032591944,
A8MX19,0.789126731,0.240230955,FAM90A12P,0,0
A8MX76,0.955127669,0.48497042,CAPN14,0,
A8MXE2,0.28831853,0.446673728,B3GALT9,1.530415768,
A8MXJ8,0.230438058,0.321425367,FAM90A5P,0,
A8MXV4,0.379459227,0.592171621,NUDT19,3.121353665,
A8MXZ1,0.230438058,0.325826922,FAM90A23,0,
A8MYA2,0.136155246,0.295293054,CXorf49; CXorf49B,0,0
A8MYB1,0.584910841,0.132297301,TMCO5B,0.054239343,0
A8MYJ7,0.358018307,0.701231143,TTC34,0,1
A8MYP8,0.693296137,0.139004231,CIMAP1B,0,0
A8MYU2,0.687389819,0.349369,KCNU1,0,
A8MYV0,0.219526732,0.414518641,DCDC2C,0,
A8MZG2,0.361154447,0.167612674,C16orf90,0,0
A8TX70,0.252624036,0.630723643,COL6A5,0,
A9QM74,0.130449852,0.38824002,KPNA7,0.403333516,
A9YTQ3,0.610488438,0.576845344,AHRR,0.607972816,
A9Z1Z3,0.153238728,0.486332793,FER1L4,4.304354987,
B0FP48,0.545537553,0.082331563,UPK3BL1,0.161266583,0
B0I1T2,0.997965329,0.732809462,MYO1G,3.729200269,1
B1AH88,0.821724648,0.394686417,TSPO,5.205349665,
B1AJZ9,0.66331427,0.653120649,FHAD1,0.734502787,
B1AK53,0.190119675,0.662021859,ESPN,2.130370845,
B1AKI9,0.190986219,0.328316226,ISM1,0.03742676,
B1AL46,0.141064233,0.313739389,NUTM2E,0.040951148,
B1ANS9,0.378718634,0.534238523,WDR64,0.004459791,
B2RC85,0.385501189,0.506025846,RSPH10B2,0.057748776,
B2RD01,0.33899811,0.089933475,CENPBD1P,3.390913468,0
B2RN74,0.642660199,0,OR11H12,0,0
B2RPK0,0.901975354,0.728835229,HMGB1P1,0.342655534,1
B2RTY4,0.404934801,0.787264106,MYO9A,0.721741721,1
B2RU33,0.284768068,0.415463132,POTEC,0,
B2RXF0,0.366809286,0.059474649,TMEM229A,1.845123536,0
B2RXH2,0.209510272,0.223723885,KDM4E,0,0
B2RXH8,0.999999808,0.999999959,HNRNPCL2,0,1
B3KS81,0.130023958,0.099175958,SRRM5,1.402677983,0
B4DH59,0.215073286,0.45973285,NBPF26,0.394678271,
B4DZS4,0.655619433,0.450393852,TCP11X1,0,
B4E2M5,0.16136998,0.304917014,ANKRD66,0,
B5MCN3,0.17045522,0.21785697,SEC14L6,0.041281242,0
B5MCY1,0.152014551,0.24993045,TDRD15,0.032443128,0
B5MD39,0.61328918,0.41293517,GGTLC3,0,
B5ME19,0.985161576,0.998898802,EIF3CL,0.423172534,1
B6SEH8,0.207594913,0.077286803,ERVV-1,0,0
B6SEH9,0.207594913,0.216267933,ERVV-2,0,0
B7Z368,0.385749214,0.054657959,LINC02881,0,0
B7Z6K7,0.945530728,0.325205792,ZNF814,1.041751771,
B7ZW38,0.999999808,0.999999959,HNRNPCL3,0.390990506,1
B9A064,0.999999944,0.99925309,IGLL5,0.367487457,1
C0HLS1,0.190387703,0.092716278,SCRIB,0.065476059,0
C0HLV8,0.952573502,0.275193722,0,0,0
C4AMC7,0.924662984,0.833800848,WASH3P,2.696570368,1
C9J1S8,0.409243724,0.328998817,TRIM49D1; TRIM49D2,0,
C9J3V5,0.154920803,0.118619176,TEX22,0.184148225,0
C9JE40,0.59724657,0.259695566,PATL2,0.630164535,0
C9JH25,0.621337312,0.426550185,PRRT4,0.085098115,
C9JLR9,0.130534833,0.285891482,ZFTA,3.183660674,0
C9JN71,0.163441135,0.54168134,ZNF878,0,
C9JPN9,0.158927308,0.440311754,USP17L12,0,
C9JRZ8,0.714382489,0.719444772,AKR1B15,0.053222059,1
C9JTQ0,0.170284854,0.119583431,ANKRD63,0.133980209,0
D6RA61,0.158927308,0.230839495,USP17L22,0,0
D6RCP7,0.158927308,0.230839495,USP17L19,0,0
D6RIA3,0.221388155,0.292433968,C4orf54,0.440000463,0
E2RYF6,0.130860879,0.111505909,MUC22,0,0
E2RYF7,0.297297838,0.073037112,HCG22,0,0
E5RIL1,0.507565458,0.082331563,UPK3BL2,0,0
E5RJM6,0.772726484,0.376858783,ANKRD65,1.338178509,
E7EW31,0.277335719,0.328993304,PROB1,1.803202311,
E9PAV3,0.999999988,0.999990698,NACA,6.258091388,1
F2Z3M2,0.478154664,0.087427711,LINC02876,0,0
F5H284,0.997723839,0.857098599,PPIAL4D,0,1
F5H4B4,0.177269867,0.214630733,FAM227A,0.83020484,0
F8W1W9,0.133300001,0.115438466,NPIPB9,0,0
F8WCM5,0.419581654,0.206727483,INS-IGF2,0.034588587,0
G2XKQ0,0.966143996,0.417816714,SUMO1P1,5.121097199,
G9CGD6,0.812350227,0.404817257,CNK3/IPCEF1,0,
H0UI37,0.800662172,0.029345336,TSTD3,0.019332055,0
H3BPF8,0.239543365,0.292997278,GOLGA8S,0,0
H3BPM6,0.187670707,0.331718845,MKRN2OS,0.136139115,
H3BQB6,0.970990213,0.059885603,STMND1,0,0
H3BQW9,0.893568256,0.331416879,FAM229A,4.328174544,
H3BUK9,0.341796612,0.369213089,POTEB2,0,
H7BZ55,0.386512056,0.318815718,CROCC2,0.052721988,
H7C350,0.659226041,0.183461539,CCDC188,1.336039824,0
I0J062,0.708019151,0.090543575,PANO1,0,0
I6L899,0.129827377,0.295183371,GOLGA8R,0.047941083,0
M0QZC1,0.159788727,0.091853785,RNF225,0.535962846,0
M0R2J8,0.166924362,0.632538909,DCDC1,0.003112697,
O00110,0.762629444,0.21020771,OVOL3,0.83714379,0
O00116,0.99320063,0.984033803,AGPS,1.196407522,1
O00139,0.790618996,0.689199464,KIF2A,1.52147081,
O00142,0.994220618,0.557834479,TK2,1.614403749,
O00148,0.999999585,0.999999994,DDX39A,5.251874104,1
O00151,0.999993349,0.999714877,PDLIM1,3.973616588,1
O00154,0.140172987,0.756104985,ACOT7,1.739753063,1
O00155,0.135807103,0.07472941,GPR25,0.611380355,0
O00159,0.818998799,0.875001591,MYO1C,3.861938076,1
O00160,0.999999477,0.949305347,MYO1F,2.946721148,1
O00161,0.999999926,1,SNAP23,2.592310588,1
O00165,0.73448687,0.891835485,HAX1,5.205456136,1
O00170,0.999998905,0.889212414,AIP,2.637811111,1
O00178,0.746139408,0.670399558,GTPBP1,4.217936544,
O00182,0.809883222,0.819036536,LGALS9,4.573223788,1
O00186,0.608860492,0.756231663,STXBP3,2.067323558,1
O00187,0.171213428,0.318912439,MASP2,0.355293128,
O00192,0.32701427,0.453949933,ARVCF,1.947834346,
O00203,0.99485209,0.999796456,AP3B1,1.123589109,1
O00206,0.151912925,0.419863353,TLR4,1.680441144,
O00212,0.731452877,0.260992553,RHOD,2.510219134,0
O00213,0.700872863,0.410867537,APBB1,0.581834627,
O00214,0.834340087,0.534721917,LGALS8,3.324594221,
O00217,0.785849523,0.99391769,NDUFS8,4.580318357,1
O00219,0.166973103,0.178251861,HAS3,4.632382337,0
O00220,0.130467208,0.224196296,TNFRSF10A,2.577397088,0
O00221,0.601932131,0.462407115,NFKBIE,4.191007641,
O00222,0.514134012,0.356464181,GRM8,0,
O00231,0.999994489,0.999999943,PSMD11,4.038751335,1
O00232,0.99981532,0.999956927,PSMD12,3.92957055,1
O00233,0.999999863,0.889720126,PSMD9,2.483099224,1
O00257,0.460741792,0.142309456,CBX4,5.415620247,0
O00258,0.941719787,0.166027914,GET1,0.884871653,0
O00264,0.999999995,0.999999978,PGRMC1,5.267158327,1
O00267,0.999822141,0.922188611,SUPT5H,4.787842587,1
O00268,0.184955464,0.755887731,TAF4,0.970651483,1
O00273,0.999969265,0.950715829,DFFA,3.985744129,1
O00291,0.416036396,0.658740276,HIP1,0.665401407,
O00292,0.159953515,0.132052694,LEFTY2,0.067931361,0
O00294,0.596439408,0.303595664,TULP1,0,
O00295,0.304408878,0.496660907,TULP2,0.107527875,
O00299,0.999999997,0.999999548,CLIC1,0,1
O00303,0.999534597,0.999988475,EIF3F,3.915169912,1
O00308,0.340461364,0.476392553,WWP2,2.255811167,
O00311,0.208903027,0.450385263,CDC7,2.358218144,
O00327,0.129859418,0.527984884,BMAL1,0,
O00329,0.377700816,0.51534622,PIK3CD,1.096331105,
O00330,0.530361064,0.877440622,PDHX,1.264910877,1
O00338,0.436056715,0.284835232,SULT1C2,2.334776223,0
O00339,0.650928788,0.404554253,MATN2,0.145198234,
O00370,0.216430686,0.276054241,0,0,0
O00391,0.951649505,0.844832933,QSOX1,4.259366759,1
O00400,0.18177823,0.999312366,SLC33A1,2.28576641,1
O00401,0.387360708,0.441784661,WASL,2.535374504,
O00408,0.521586518,0.675951392,PDE2A,0.260230041,
O00409,0.146291236,0.337858684,FOXN3,0.70580863,
O00410,0.999999516,0.999999987,IPO5,3.122713445,1
O00411,0.289761485,0.549628463,POLRMT,4.455231947,
O00421,0.153672969,0.2484301,CCRL2,2.828517689,0
O00429,0.999999278,0.999966714,DNM1L,3.008377315,1
O00442,0.992842769,0.983548673,RTCA,3.043974821,1
O00443,0.325566231,0.559754267,PIK3C2A,1.977283025,
O00444,0.159461608,0.536669862,PLK4,2.977674321,
O00451,0.226198699,0.258642365,GFRA2,0.035224514,0
O00459,0.555356234,0.51079227,PIK3R2,1.290225812,
O00461,0.150066455,0.809518587,GOLIM4,3.21707704,1
O00463,0.693984941,0.386618815,TRAF5,2.152510368,
O00468,0.510757738,0.311246892,AGRN,5.331568565,
O00469,0.999991305,0.738579694,PLOD2,1.688755297,1
O00471,0.364752339,0.475116957,EXOC5,1.553387482,
O00472,0.45127492,0.598450918,ELL2,2.687165033,
O00478,0.470989365,0.618435274,BTN3A3,2.477750586,
O00481,0.246159731,0.591206517,BTN3A1,3.031737486,
O00483,0.999943385,0.998618403,NDUFA4,4.783827583,1
O00487,0.999998881,0.99999998,PSMD14,1.973167045,1
O00488,0.698719724,0.343575502,ZNF593,6.059049158,
O00499,0.999652702,0.829064285,BIN1,2.723941981,1
O00501,0.735255766,0.138740989,CLDN5,0,0
O00505,0.960778054,0.999972881,KPNA3,2.029092371,1
O00506,0.999978845,0.976438316,STK25,4.006271057,1
O00507,0.632198378,0.713476166,USP9Y,0.004154205,1
O00512,0.242656929,0.541646765,BCL9,2.122626779,
O00515,0.182956394,0.6633075,LAD1,5.775025138,
O00533,0.429261603,0.530437603,CHL1,0.00473376,
O00534,0.742480609,0.890167525,VWA5A,2.431550034,1
O00548,0.168806798,0.458627739,DLL1,0,
O00555,0.207561175,0.476224593,CACNA1A,0.039424345,
O00560,0.969149473,0.99633213,SDCBP,4.246883402,1
O00562,0.335520136,0.727344279,PITPNM1,3.948174441,1
O00566,0.990936853,0.878306618,MPHOSPH10,4.060752575,1
O00567,0.999988196,0.999807482,NOP56,6.763739802,1
O00571,0.999996465,0.99999969,DDX3X,5.257197749,1
O00602,0.254083368,0.809898708,FCN1,4.401316711,1
O00628,0.905589492,0.109925711,PEX7,0.715615835,0
O00629,0.985262265,0.995030537,KPNA4,3.028526798,1
O00635,0.238390186,0.233429062,TRIM38,3.164140658,0
O00716,0.13014858,0.224453624,E2F3,1.381603855,0
O00750,0.315242882,0.516838929,PIK3C2B,3.052297786,
O00754,0.999849282,0.999934891,MAN2B1,3.612097024,1
O00755,0.456602931,0.176452774,WNT7A,0.005256972,0
O00757,0.95649153,0.913441794,FBP2,0.082715615,1
O00762,0.896420678,0.548488902,UBE2C,6.082387452,
O00763,0.47089787,0.759838029,ACACB,0.83762906,1
O00764,0.999999994,0.9999837,PDXK,3.874366289,1
O00767,0.302322102,0.558585725,SCD,4.790127243,
